CODIGO_ACCIDENTE;FORMULARIO;FECHA;GRAVEDAD;CLASE;CHOQUE;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_MUERTOS;TOTAL_HERIDOS;TEXTO_OBSERVACIONES;CODIGO_CAUSA;DESCRIPCION
1148;3148;12/27/2023 8:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,09331469;4,538422238;4;;1;VEHICULO N 2 ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO CORRIJO HORA OCURRENCIA 20 00 HORAS LEVANTAMIENTO 21 30 CORRIJO CASILLA N 5 CLASE DE ACCIDENTE ES CHOQUE;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
1149;3149;12/27/2023 7:40 PM;HERIDOS;CHOQUE;VEHICULO;-74,11574753;4,673457255;10;;1;EL CONDUCTOR LESIONADO APORTA LA PLACA MPR331 QUIEN MANIFIESTA QUE EL VEHICULO DE ESA PLACA LO CHOCA Y SE DA A LA FUGA;103;ADELANTAR CERRANDO
1150;3150;12/27/2023 6:55 PM;HERIDOS;CAIDA;;-74,16795788;4,630186492;8;;1;PASAJERA MANIFIESTA NO INTERPONER QUERELLA CIRCULAR N 001 DEL 25 05 2017 NO SE INMOVILIZAN VEHICULOS SE EXPLICA A LAS PARTES PROCEDIMIENTO A SEGUIR;506;OTRA HIPÓTESIS (PASAJERO O ACOMPAÑANTE)
1151;3151;12/27/2023 5:15 PM;HERIDOS;CHOQUE;VEHICULO;-74,08332457;4,625281575;13;;2;SE DEJA CONSTANCIA QUE EL NUMERO DE LA POLIZA DE VEHICULO 1 ES 100410686770100;157;OTRA HIPÓTESIS (CONDUCTOR)
1152;3152;12/27/2023 4:54 PM;HERIDOS;CHOQUE;VEHICULO;-74,08523587;4,581097477;4;;2;SE CORRIGE CASILLA 8 2 PROPIETARIO DEL VEHICULO N 1 YA QUE EL CORRECTO ES ROSAS LOPEZ BRYAN CAMILO CC 1014216755;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1153;3153;12/27/2023 4:00 PM;MUERTOS;ATROPELLO;;-74,19760702;4,62045371;7;1;1;HIPOTESIS PEATON 411 EN CONCORDANCIA CON EL ART 57 Y 59 DEL CNT;157;OTRA HIPÓTESIS (CONDUCTOR)
1154;3154;12/27/2023 3:00 PM;DANOS;CHOQUE;OBJETO;-74,1191501;4,490543507;5;;;AL CAER EL POSTE CAUSA DAÑOS FACHADA DEL LAVADERO AUTOLAVADO BRAZUELOS RESPONSABLE DEL MISMO SR  FREDDY ARTURO OLIVARES CALDERON CON CC 79727838 CEL 3124529415 SE REALIZA ORDEN DE COMPARENDO N 39585058 INFRACCION D01 CORRIJO CASILLA 8 1 VENCIMIENTO LICENCIA DE CONDUCCION 30 12 2025;157;OTRA HIPÓTESIS (CONDUCTOR)
1155;3155;12/27/2023 2:03 PM;DANOS;CHOQUE;VEHICULO;-74,12028698;4,65667192;9;;;SE DEJA CONSTANCIA QUE EL SEÑOR LUIS ANDRES RAMIREZ PADRE DEL MENOR SEBASTIAN SANCHEZ DIAZ CON TI 1016731628 DESISTE DEL TRASLADO Y PROCEDIMIENTO DE TRANSITO EN EL ACCIDENTE DE LOS VEHICULOS MENCIONADOS EN EL INFORME DE ACCIDENTE DE TRANSITO ACLARO CASILLA N2 SOLO DAÑOS GRAVEDAD DE LA VICTIMA VH2 IL;121;NO MANTENER DISTANCIA DE SEGURIDAD
1156;3156;12/27/2023 1:05 PM;HERIDOS;CHOQUE;VEHICULO;-74,13586025;4,609294643;8;;1;NO SE DIAGRAMA EL VEHICULO NUMERO 1 YA QUE FUE MOVIDO DEL PUNTO DE IMPACTO O  POSICION FINAL ;121;NO MANTENER DISTANCIA DE SEGURIDAD
1157;3157;12/27/2023 12:30 PM;HERIDOS;ATROPELLO;;-74,08711074;4,56432821;4;;2;CONDUCTOR VH1 NO PRESENTA LICENCIA DE TRANSITO CORRIJO CASILLA 8 EL CONDUCTOR NO PRESENTA LICENCIA MANIFIESTA NUNCA HABERLA SACADO CONDUCTOR VH1 SE REALIZA COMPARENDO 39585006 POR C35 39585010 POR D02 39585420 POR D01 AL CONDUCTOR VH1 CORRIJO DIRECCION CASILLA 3 CRA 5 ESTE CON CALLE 27A SUR;139;IMPERICIA EN EL MANEJO
1158;3158;12/27/2023 12:28 PM;MUERTOS;CHOQUE;VEHICULO;-74,11793334;4,63688213;16;1;;SE CORRIGE FECHA EVENTO 27 12 2023 EL VEHICULO N3 MOTOCICLETA MARCA HERO LINEA ECO 100 2020 COLOR NEGRO PLACA GHZ75F PRESENTA REVISION TECNOMECANICA NO VIGENTE DESDE 16 11 2022 IGUALMENTE EL SEÑOR CONDUCTOR DEL VH3 NUNCA A TENIDO LICENCIA DE CONDUCCION PARA MOTOCICLETA SOAT NO VIGENTE 17 12 2022;139;IMPERICIA EN EL MANEJO
1159;3159;12/27/2023 10:41 AM;HERIDOS;CHOQUE;VEHICULO;-74,05968515;4,664355101;2;;2;CORRIJO GRAVEDAD DEL ACCIDENTE SIENDO CON HERIDOS NINGUNO DE LOS 2 CONDUCTORES NI TRIPULANTE FIRMAN QUERELLA NI DESEAN QUE EL CASO SEA CONOCIDO POR FISCALIA DESISTIENDO DEL PROCEDIMIENTO;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1160;3160;12/27/2023 8:56 AM;HERIDOS;CHOQUE;VEHICULO;-74,16945858;4,577048238;19;;1;LA SEÑORA MADRE DEL CONDUCTOR DE LA MOTOCICLETA SEÑORA MARIA YUDY CRUZ JUANIAS  CC 65830120 MANIFIESTA NO INTERPONER QUERELLA EN CONCORDANCIA CON RESOLUCION 01670;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
1161;3161;12/27/2023 7:49 AM;HERIDOS;CHOQUE;VEHICULO;-74,16871963;4,648927167;8;;5;SE REALIZA OREDEN COMPARENDO CONDUCTOR N 1 39584849 POR D01 EL VH2 ES UNA BICICLETA ELECTRICA CORRIJO CASILLA 7 2 VIA 1 DOBLE SENTIDO;139;IMPERICIA EN EL MANEJO
1162;3162;12/27/2023 7:30 AM;HERIDOS;CHOQUE;VEHICULO;-74,09341124;4,555549053;4;;3;SE CORRIJE ASEGURADORA DEL VH1 SEGUROS COMERCIALES BOLIVAR SA Y FECHA DE VENCIMIENTO 31032024;157;OTRA HIPÓTESIS (CONDUCTOR)
1163;3163;12/27/2023 6:15 AM;HERIDOS;CHOQUE;VEHICULO;-74,09950254;4,550487655;4;;2;HIPOTESIS DE ACCIDENTALIDAD VH1 N 121 NO MANTENER DISTANCIA DE SEGURIDAD;121;NO MANTENER DISTANCIA DE SEGURIDAD
1164;3164;12/26/2023 10:10 PM;HERIDOS;CHOQUE;VEHICULO;-74,07372651;4,594823814;17;;2;TELEFONO DE RUBY COBOS 3124043957;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1165;3165;12/26/2023 8:46 PM;HERIDOS;CHOQUE;VEHICULO;-74,13483662;4,6299138;8;;1;EL CIUDADANO LESIONADO SEÑOR TELLEZ SUAREZ BRYAN CAMILO CC 1193558996 MANIFIESTA LIBRE Y VOLUNTARIAMENTE NO INTERPONER QUERELLA POR LAS LESIONES SUFRIDAS EN EL ACCIDENTE DE TRANSITO RES 01670 Y 03922 DEL 2016 Y CIRCULAR 001 DEL 25 05 2017 DE IGUAL FORMA SE DEJA CONSTANCIA QUE HUBO UN TERCER VEHICULO;121;NO MANTENER DISTANCIA DE SEGURIDAD
1166;3166;12/26/2023 6:49 PM;HERIDOS;CHOQUE;VEHICULO;-74,09072904;4,560286897;4;;3;LINEA DE PARE SEÑAL HORIZONTAL LESIONADOS Y FAMILIARES MANIFIESTAN NO INTERPONER QUERELLA EN EL MOMENTO ANTE FISCALIA CIRCULAR 001 DEL 25 05 2017;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1167;3167;12/26/2023 5:50 PM;HERIDOS;CHOQUE;VEHICULO;-74,15522007;4,630649;8;;2;CONDUCTORES MANIFIESTAN QUE HUBO UN TERCER VEHICULO QUE CHOCA CON LA MOTO Y SE DA A LA FUGA UN AUTOMOVIL ROJO NO HAY PLACA;157;OTRA HIPÓTESIS (CONDUCTOR)
1168;3168;12/26/2023 5:34 PM;HERIDOS;ATROPELLO;;-74,14065836;4,576902524;6;;2;HORA LEVANTAMIENTO 17 47 ;157;OTRA HIPÓTESIS (CONDUCTOR)
1169;3169;12/26/2023 5:12 PM;HERIDOS;CAIDA;;-74,17955441;4,598405077;7;;1;SE CORRIGE CASILLA NUMERO 3 LA CUAL QUEDA ASI AUTOPISTA SUR CON CALLE 63 SUR SIENDO ORIENTE OCCIDENTE PASAJERA MANIFIESTA NO INTERPONER QUERELLA LOS REPRESENTANTES DEL BUS DE LA EMPRESA ETIB LE HACEN ENTREGA DE 50 MIL PESOS EN EFECTIVO;506;OTRA HIPÓTESIS (PASAJERO O ACOMPAÑANTE)
1170;3170;12/26/2023 5:10 PM;DANOS;CHOQUE;VEHICULO;-74,18316466;4,596799593;7;;;ES DE ANOTAR QUE LA AMBULANCIA TRANSITA CON PERMISO POR LA CALZADA EXCLUSIVA TRANSMILENIO Y CON OCUPANTES QUIEN MANIFIESTAN QUE SE SIENTEN BIEN EL SEÑOR HERNANDO FICHAS CC 80559604 DIEGO FICHAS  TI 1016722424 SOFIA ATUESTA CC 1020835253 EMILCE BOLIVAR CC 39668476 DE IGUAL MENERA UNA FEMENINA QUE TRA;157;OTRA HIPÓTESIS (CONDUCTOR)
1171;3171;12/26/2023 4:50 PM;HERIDOS;CHOQUE;VEHICULO;-74,14958877;4,646595972;8;;1;SE CORRIGE N DE PLACA DE QUIEN CONOCE EL EVENTO ES LA 132 AG PEDRO BELTRAN;304;SUPERFICIE HUMEDA
1172;3172;12/26/2023 3:31 PM;HERIDOS;CHOQUE;VEHICULO;-74,08958105;4,616746903;14;;2;CORRIJE DATOS DEL VH2 MARIO ALFONSO MARTINEZ GUALTEROS CC 1030643525 FECHA DE NACIMIENTO 02 06 1994 HERIDO CATEGORIA A2 VENCIMIENTO 15 03 2026 PLACA DE MOTO AJW35F SE REALIZA COMPARENDO AL CONDUCTOR DEL VH1 POR REVISION TECNOMECANICA 39583007 LICENCIA DE CONDUCCION VENCIDA 39548274;103;ADELANTAR CERRANDO
1173;3173;12/26/2023 1:15 PM;HERIDOS;CHOQUE;VEHICULO;-74,08006994;4,629028885;13;;1;SE DEJA CONSTANCIA QUE EL SEÑOR CAMILO ALFONSO GARCIA VILLAMIL DE CC1032451905 CONDUCTOR DEL VH2 NO DESEA INTERPONER QUERELLA CONTRA EL OTRO CONDUCTOR INVOLUCRADO VH1;98;TRANSITAR ENTRE VEHICULOS
1174;3174;12/26/2023 12:40 PM;HERIDOS;CHOQUE;VEHICULO;-74,11095289;4,65370449;9;;2;EL VEHICULO 2 LO MUEVEN DE SU POSICION FINAL DESCONOCIENDO LOS MOTIVOS ;122;GIRAR BRUSCAMENTE
1175;3175;12/26/2023 11:39 AM;HERIDOS;CHOQUE;VEHICULO;-74,04967514;4,730105134;1;;2;SE CORRIGE CASILLA 84 DE VEHICULO N2 SIENDO ESTA CLASE DE SERVICIO OFICIAL;103;ADELANTAR CERRANDO
1176;3176;12/26/2023 8:47 AM;HERIDOS;CHOQUE;VEHICULO;-74,1672994;4,591473799;6;;1;CORRIJO CASILLA N3 ES CALLE 61 SUR CON CARRERA 72 HIPOTESIS DE ACCIDENTALIDAD VH2 N 098 TRANSITAR ENTRE VEHICULOS VH3 N 157 OTRO VEHICULO EN FUGA VH3 SE OBTIENE PLACA MEDIANTE EVIDENCIA FOTOGRAFICA WPL580 CASILLA 82 ANEXO VH3 NO SE DILIGENCIA EMPRESA NIT DEBIDO A QUE SE DIO A LA FUGA LOS DEMAS DATOS;157;OTRA HIPÓTESIS (CONDUCTOR)
1177;3177;12/26/2023 8:20 AM;HERIDOS;ATROPELLO;;-74,13656933;4,594497636;6;;1;HIPOTESIS DE ACCIDENTALIDAD VH1 N157 VEHICULO EN FUGA NO SE DILIGENCIA CASILLA 8 82 TARJETA DE REGISTRO 89 DEBIDO A QUE EL VEHICULO SE DIO A LA FUGA LOS DATOS OBTENIDOS DEL RUNT Y POR VIDEOS DEL LUGAR DE LOS HECHOS ;157;OTRA HIPÓTESIS (CONDUCTOR)
1178;3178;12/26/2023 8:00 AM;HERIDOS;VOLVAMIENTO;;-74,10907803;4,624224661;16;;1;SE CORRIGE CASILLA 8 2 SEGURO CONTRACTUAL NO APLICA SE CORRIGE CASILLA 3 CRA 50 CON CALLE 3F 98 NOTA NO SE DIAGRAMA EL VEHICULO 1 YA QUE FUE MOVIDO DE SU POSICION FINAL NOTA CASO QUE LLEGA POR RECONOCIMIENTO HOSPITALARIO;308;OTRA HIPÓTESIS (VÍA)
1179;3179;12/26/2023 7:00 AM;HERIDOS;CHOQUE;VEHICULO;-74,14518324;4,593663475;6;;2;VEHICULOS MOVIDOS DE LA POSICION FINAL ;157;OTRA HIPÓTESIS (CONDUCTOR)
1180;3180;12/26/2023 6:30 AM;HERIDOS;CHOQUE;VEHICULO;-74,16998831;4,62898611;8;;1;SE CORRIJE CASILLA 8 1 DEL VEHICULO 1 SEXO FEMENINO CASILLA 8 2 DEL VEHICULO 2 TECNOMECANICA N 163849156;103;ADELANTAR CERRANDO
1181;3181;12/26/2023 5:34 AM;DANOS;CHOQUE;VEHICULO;-74,15695144;4,569598059;19;;;HIPOTESIS DE ACCIDENTALIDAD VEHICULO N 2 NUMERO 112 DESOBEDECER SEÑALES O NORMAS DE TRANSITO  SR 02 VEHICULO EN ABANDONO SE DEJA A DISPOSICION DE LA OFICINA OAC DE LA POLICIA SECCIONAL DE TRANSITO Y TRANSPORTE BOGOTA LICENCIA DE TRANSITO  10013848581 Y TARJETA DE OPERACION 2616113 MEDIANTE OFICIO;157;OTRA HIPÓTESIS (CONDUCTOR)
1182;3182;12/25/2023 10:05 PM;HERIDOS;CHOQUE;VEHICULO;-74,10847453;4,588693248;16;;4;SE CORRIJE TELEFONO CONDUCTOR DEL VEHICULO 2   3212961766;122;GIRAR BRUSCAMENTE
1183;3183;12/25/2023 9:19 PM;HERIDOS;CHOQUE;VEHICULO;-74,10158662;4,596665914;14;;2;ACLARO NOMBRE DE ACOMPAÑANTE ESLY ALEJANDRA;122;GIRAR BRUSCAMENTE
1184;3184;12/25/2023 9:10 PM;HERIDOS;CHOQUE;VEHICULO;-74,18742535;4,620187698;7;;3;LOS VEHICULOS FUERON MOVIDOS DE SU POSICION FINAL POR TAL MOTIVO NO SE DIAGRAMAN EN EL BOSQUEJO TOPOGRAFICO;142;SEMAFORO EN ROJO
1185;3185;12/25/2023 8:30 PM;HERIDOS;CHOQUE;VEHICULO;-74,19447956;4,604401881;7;;2;CORRIJO PROPIETARIO VEHICULO N 1 ES EL MISMO CONDUCTOR;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
1186;3186;12/25/2023 8:28 PM;HERIDOS;CHOQUE;VEHICULO;-74,18315394;4,596812961;7;;1; LA PERSONA LESIONADA NO DESEA INSTAURAR LA QUERELLA POR TAL MOTIVO NO SE DEJA A DISPOSICION DE LA FISCALIA NO SE DIAGRAMA VEHICULO 2 YA QUE FUE  SU POSICION FINAL MOVIDO ES DE ACLARAR QUE AL INICIO NO HABIAL LESIONADOS MOMENTO DESPUES CONDUCTOR 2 MANIFIESTA SER VALORADO;121;NO MANTENER DISTANCIA DE SEGURIDAD
1187;3187;12/25/2023 8:10 PM;HERIDOS;CAIDA;;-74,09383503;4,626108124;16;;1;ACLARA DIRECCION DEL ACCIDENTE AV DE LAS AMERICAS CON TRANSVERSAL 39 A BIS HIPOTESIS 306 MONTON DE TIERRA EN LA VIA  ;306;HUECOS
1188;3188;12/25/2023 7:57 PM;HERIDOS;CHOQUE;VEHICULO;-74,1376221;4,630338879;8;;6;SE DIAGRAMA EN METRO Y CENTIMETROS NO A ESCALA;121;NO MANTENER DISTANCIA DE SEGURIDAD
1189;3189;12/25/2023 7:30 PM;HERIDOS;CHOQUE;VEHICULO;-74,13241325;4,611501465;8;;1;LOS VEHICULOS NO SE DIAGRAMAN PORQUE FUERON MOVIDOS DE SU POSICION FINAL;114;EMBRIAGUEZ APARENTE
1190;3190;12/25/2023 6:20 PM;DANOS;CHOQUE;VEHICULO;-74,07859723;4,58763145;17;;;SE REALIZA LA PRUEBA DE EMBRIAGUEZ SALIENDO POSITIVO POR LEY AR 5 PARAGRAFO 3 COMPARENDO NUMERO 39538026 HIPOTESIS 115 VH2;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
1191;3191;12/25/2023 5:43 PM;HERIDOS;CHOQUE;OBJETO;-74,10645751;4,733646948;11;;3;SE NOTIFICA ORDEN DE COMPARENDO INFRACCION D01 AL CONDUCTOR DEL VEHICULO 1 ORDEN DE COMPARENDO 11001000000039581878 DINAMICA VH1 COJE EL HUECO LO PROYECTA AL ANDEN SEGUIDAMENTE HACIA EL MURO DE LA PROPIEDAD HORIZONTAL VOLCA Y EN SU VOLCAMIENTO COLISIONA CON LA MOTOCICLETA ;306;HUECOS
1192;3192;12/25/2023 4:13 PM;HERIDOS;CHOQUE;VEHICULO;-74,06732408;4,634488069;2;;2;COMPARENDO 39530856 VEHICULO 1 COMPARENDO 39527454 VEHICULO 2  CONDUCTOR DEL VEHICULO 1TRASLADADO A LA CLINICA JARB SALUD  TRAUMA LATIGAZO ;103;ADELANTAR CERRANDO
1193;3193;12/25/2023 3:12 PM;DANOS;CHOQUE;VEHICULO;-74,11281032;4,51457958;5;;;EL VH3 SE ENCUENTRA ESTACIONADO SOBRE LA VIA OBJETO FIJO SE PRESENTA COMO CONDUCTOR EL SEÑOR PRIETO GORDILLO GERMAN IDENTIFICADO CON CEDULA Y NUMERO DE LICENCIA DE CONDUCCION 80370546 CATEGORIA C2 BUS DE SERVICIO PUBLICO DE PLACA JTP012 SIPT DE LA EMPRESA E SOMOS ALIMENTACION SAS TV 1B N 70B25 INT B;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
1194;3194;12/25/2023 2:10 PM;HERIDOS;CHOQUE;VEHICULO;-74,10557774;4,738784551;11;;2;NUMERO DE LICENCIA DE CONDUCCION VEHICULO 1  1013632874;143;PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES
1195;3195;12/25/2023 12:30 PM;HERIDOS;CHOQUE;VEHICULO;-74,17610643;4,613338175;8;;1;SE CORRIJE CASILLA 8 DEL VH1 PORTA SOAT SI SE REALIZAN ORDENES DE COMPARENDO AL VH2 N 39582696 POR LA DO1 39582066 POR LA DO2 Y 39582033 POR LA C35 EL LESIONADO MANIFIESTA LIBRE Y VOLUNTARIAMENTE NO INTERPONER QUERELLA EN EL MOMENTO RESOLUCION 01670 Y 03922 DEL 2016 CIRCULAR 001 FISCALIA GENERAL NAC;142;SEMAFORO EN ROJO
1196;3196;12/25/2023 11:20 AM;HERIDOS;VOLVAMIENTO;;-74,11327568;4,741936059;11;;1;EL CONDUCTOR Y TRIPULANTE MANIFIESTAN QUE SE LES CAE LA CADENA  Y POR ESO SE CAEN AL LLEGAR HABIAN LEVANTADO LA MOTOCICLETA Y SE TRASLADA PARA EL CAI GAITANA  SE CORRIJE HIPOTESIS;217;OTRA HIPÓTESIS (VEHÍCULO)
1197;3197;12/25/2023 9:40 AM;DANOS;CHOQUE;VEHICULO;-74,16599149;4,621039346;8;;;ME PERMITO ACLARAR LA DIRECCIN DEL ACCIDENTE DE TRANSITO EN LA CALLE 43 SUR CON CARRERA 80 ME PERMITO ACLARAR DATOS DEL VH2 LICENCIA DE TRANSITO N 10030081339 MATRICULADO COTA SE DEJA CONSTANCIA QUE NO SE DIAGRAMA VEHICULOS YA QUE FUERON MOVIDOS DE SU POSICION FINAL POR VOCES DE AUXILIO APOYA EL CUA;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
1198;3198;12/25/2023 8:55 AM;HERIDOS;CHOQUE;VEHICULO;-74,12668673;4,575978775;6;;2;IMPACTO V2 SOLO ES FRONTAL Y POSTERIOR ;127;TRANSITAR EN CONTRAVIA
1199;3199;12/25/2023 7:56 AM;DANOS;CHOQUE;VEHICULO;-74,13779108;4,594906695;6;;;CORRIJO CASILLA 82 PLACA WCM282 EMPRESA DE TRANSPORTE INTEGRADO DE BOGOTA NIT 900365651 NOTIFICA ORDEN DE COMPARENDO GRADO DE EMBRIAGUEZ GRADO I CON N 39510240;142;SEMAFORO EN ROJO
1200;3200;12/25/2023 2:50 AM;MUERTOS;ATROPELLO;;-74,1572961;4,567329435;19;1;;SE DEJA EN CONSTANCIA QUE LA MOTOCICLETA DE PLACAS OFP66E SE ENCUENTRA COMO OBJETO FIJO Y SE HACE RESPONSABLE DEL MISMO SEÑOR SUBINTENDENTE DUVAN ANDRES SOLARTE LOPEZ CC 1012327530;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
1201;3201;25/12/2023;HERIDOS;ATROPELLO;;-74,17269734;4,638983443;8;;1;NO SE DIAGRAMA VEHICULO YA QUE SE DA A LA FUGA DEL LUGAR;157;OTRA HIPÓTESIS (CONDUCTOR)
1202;3202;25/12/2023;HERIDOS;CHOQUE;OBJETO;-74,11744652;4,513278732;5;;1;CUADRANTE 29 CAI JUAN REY PT ADRIANA ESCORZO SE HACE RESPONSABLE DEL VEHICULO EL SEÑOR HERMES ALIRIO MONSALVE RINCON CON CC N 1022945607;133;SUBIRSE AL ANDEN O VIAS PEATONALES
1203;3203;12/24/2023 11:39 PM;HERIDOS;ATROPELLO;;-74,0967506;4,554138657;4;;3;SE LE NOTIFICA ORDEN DE COMPARENDO 39581384 AL CONDUCTOR NUMERO DE INFRACCION D02  HIPOTESIS 411 PARA EL PEATON ARTICULO 59 DEL CNT ;157;OTRA HIPÓTESIS (CONDUCTOR)
1204;3204;12/24/2023 11:30 PM;HERIDOS;CHOQUE;OBJETO;-74,11575006;4,744437327;11;;2;SE CORRIJE LA CLASE DEL ACCIDENTE DE TRANSITO SIENDO CORRECTO CHOQUE CON OBJETO FIJO VEHICULO ESTACIONADO CIRCULAR 001 DEL 25 05 2017 RESOLUCION 01670 Y 03922 DEL 2016 VICTIMA MANIFIESTA NO INTERPONER QUERELLA EN CONTRA DE LOS INDICIADOS LLEGAN A UN ACUERDO MUTUO LAS PARTES ;157;OTRA HIPÓTESIS (CONDUCTOR)
1205;3205;12/24/2023 10:35 PM;MUERTOS;ATROPELLO;;-74,18645037;4,62198161;7;1;2;CORRIJO FECHA DE NACIMIENTO CONDUCTOR N 2 19467320   30 01 1962 CORRIJO GRAVEDAD DEL ACCIDENTE CON MUERTOS;157;OTRA HIPÓTESIS (CONDUCTOR)
1206;3206;12/24/2023 6:31 PM;HERIDOS;CHOQUE;VEHICULO;-74,16128454;4,633492212;8;;3;SE DESCONOCE EL PARADERO DEL VH3 BICICLETA NO SE TIENE NINGUN DATO DEL MISMO;121;NO MANTENER DISTANCIA DE SEGURIDAD
1207;3207;12/24/2023 6:30 PM;HERIDOS;ATROPELLO;;-74,08640263;4,594879959;15;;1;CORRIJO DATOS DE LA PEATON JUANITA ANDREA TAMAYO ORTIZ DE CC 52271693 HIPOTESIS 411 POR ESTABLECER SEMAFORO EN ROJO Y 410 PARA PEATON;157;OTRA HIPÓTESIS (CONDUCTOR)
1208;3208;12/24/2023 6:15 PM;HERIDOS;CHOQUE;VEHICULO;-74,11067394;4,621799812;16;;1;LA FECHA DE VENCIMIENTO DEL SOAT DE VH2 ES 23092024 EL CONDUCTOR DEL VH1 MANIFIESTA NO ADELANTAR QUERELLA POR LAS LESIONES SUFRIDAS EN EL ACCIDENTE Y PACTAN CON EL CONDUCTOR VH2 LA SUMA DE 1200000 POR DAÑOS SUFRIDOS DE VH1;132;NO RESPETAR PRELACION
1209;3209;12/24/2023 4:04 PM;DANOS;CHOQUE;VEHICULO;-74,0797921;4,564046422;4;;;CONDUCTOR DEL VEHICULO 1 MANIFIESTA QUE UN AUTOMOVIL INVADE EL CARRIL EN SENTIDO CONTRARIO  Y SE DA A LA FUGA ;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
1210;3210;12/24/2023 4:00 PM;MUERTOS;CHOQUE;VEHICULO;-74,02286378;4,738263308;1;1;2;CONDUCTOR VH1 PRESENTA LICENCIA DE CONDUCCION Y AL VALIDAR LA INFORMACION TIENE CATEGORIA B1 Y C1 POR TAL MOTIVO SE NOTIFICA ORDEN DE COMPARENDO POR INFRACCION D01 39579010 Y D02 39579204 C35 39581869;139;IMPERICIA EN EL MANEJO
1211;3211;12/24/2023 3:00 PM;HERIDOS;CHOQUE;VEHICULO;-74,13820414;4,567402961;6;;2;PLACA VH1 EUT061 CATEGORIA VH1 B1 SE DEJ CONSTANCIA DE POR MANIFESTACIONES PROPIAS Y VOLUNTARIAS LAS PERSONAS LESIONADAS CONDUCTORES Y FAMILIARES DESISTEN DE INTERPONER QUERELLA O DENUNCIA POR LESIONES PERSONALES EN ACCIDENTE DE  TRANSITO ASI DAÑOS ;121;NO MANTENER DISTANCIA DE SEGURIDAD
1212;3212;12/24/2023 1:55 PM;HERIDOS;ATROPELLO;;-74,02942983;4,76578975;1;;1;HIPOTESIS 411 EN CONCORDANCIA CON EL ARTICULO 57 Y 58 DE LA LEY 769 DEL 2002;157;OTRA HIPÓTESIS (CONDUCTOR)
1213;3213;12/24/2023 1:35 PM;HERIDOS;OTRO;;-74,14228124;4,631224056;8;;1;SE CORRIGE CASILLA 5 CLASE DE ACCIDENTE APRICIONAMIENTO CON VEHICULO Y CONDUCTOR EN FUGA;157;OTRA HIPÓTESIS (CONDUCTOR)
1214;3214;12/24/2023 11:45 AM;HERIDOS;CHOQUE;VEHICULO;-74,11526454;4,504133965;5;;1;SE DA CAUSA PROBABLE SEGUN POSICION FINAL DEL VEHICULO PUNTO DE IMPACTO POSIBLE TRAYECTORIA VEHICULAR MOVIDOS EN METROS;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
1215;3215;12/24/2023 10:40 AM;HERIDOS;CHOQUE;VEHICULO;-74,07524196;4,718808632;11;;1;EL VH1 SI CUENTA CON TECNICO MECANCA VIGENTE VH2 0 OCUPANTES;122;GIRAR BRUSCAMENTE
1216;3216;12/24/2023 8:35 AM;HERIDOS;CHOQUE;VEHICULO;-74,18263624;4,633668186;7;;3;LA UNICA LICENCIA DE TRANSITO QUE PRESENTA EL CONDUCTOR EN EL MOMENTO MANIFIESTA QUE SE LE PERDIO LA OTRA EN EL CHOQUE Y NO SE PUEDE VERIFICAR EN EL RUNT ;105;ADELANTAR EN ZONA PROHIBIDA
1217;3217;12/24/2023 7:39 AM;HERIDOS;CHOQUE;OBJETO;-74,06328199;4,630008707;2;;2;ACOMPAÑANTE MANIFIESTA VOLUNTARIAMENTE NO QUERER INTERPONER QUERELLA NI REQUERIR NINGUN PROCEDIMIENTO POR PARTE DE TRANSITO;157;OTRA HIPÓTESIS (CONDUCTOR)
1218;3218;12/24/2023 6:50 AM;HERIDOS;CHOQUE;VEHICULO;-74,15893075;4,668148233;9;;3;SE NOTIFICA LA ORDEN DE COMPARENDO AL CONDUCTOR VH2 11001000000039580518 POR LA INFRACCION D02;121;NO MANTENER DISTANCIA DE SEGURIDAD
